,essay,emotion
4960,"USER USER USER is trying to use the crisis in to pretend that he cares for . We know better, we know USER is the . . . . . . . . https://t.co/lF2am3njsh",sadness
4961,"6️⃣0️⃣0️⃣ goals. A lot of players never even make that number of appearances, daft like. https://t.co/9AQgaJJZtW",disgust
4962,"may not have been an accident. Videos taken by nearby security cameras reveal mysterious unidentified figures moving in higher levels AFTER the official closure of the building, and then a flash. https://t.co/uoMK4jzX75",neutral
4963,Don't want either of these teams to go through. Barca are just playacting and rolling over like a bullet has hit them. Ajax vs Spurs would have been an ideal final,disgust
4964,“#GretaThunberg's - The Week • “ A Swedish teenager with autism is trying to shame adults into action. Here's everything you need to know:”’ https://t.co/qZK4rNVnkT,neutral
4965,The best book in the world https://t.co/CxV53asncp,neutral
4966,Perhaps The Living LORD GOD Almighty Creator of the universe allowed the fire because he wants his house of worship rebuilt even better perhaps pillars of gold and diamonds like heaven ! IJS https://t.co/Yrewcij2kc,neutral
4967,Messsssiiiiiiii!!!!!! Scores in the SEMI-FINALS BITCHES!! He scores in the semi-finals at CAMP NOU!!! 🐐 🙌🙌,joy
4968,"Y'all want my galaxy brain prediction? The Kingslayer kills the queen and the green eyes are his, not hers. 😏",neutral
4969,3 more episodes to go! How the hell are they gonna top that,neutral
4970,I am ready to die right now people stop these pigs from stealing cheating murdering deystroying our world leaders rght now people ... !!!!!!!!!!!!!!!!!!!!!!,disgust
4971,&amp; stories in 'Future Regime – Partyless Democracy' https://t.co/Wsvi0XVAXu,neutral
4972,vs. — watching UEFA Champions League,neutral
4973,Congratulations guys! It was a hard fought victory.,joy
4974,What an episode of This is a great read! Even made me register! Can’t wait for the final eps now USER_UK USER https://t.co/YB6M1aFx9b,joy
4975,Wow! What a first half that was! 1-0,neutral
4976,"returns to era wit Then the country will - after tacit support - cry freedom and help us to the outside world. Idiots are idiots, the logic of plebs right (right word to use, plebs, masses, morons and u can add).",disgust
4977,Happy 90th Birthday Joanna Macy! 💐 Listen to the conversation that I had with her for the USER here: https://t.co/pdOHyUc7AT … https://t.co/saf58TaOoK,joy
4978,"Praying for the people of They have endured the horrors of a broken socialst state, and lives are in turmoil. https://t.co/d2rQE1PS1Z",sadness
4979,"What a terrible thing to have happen, the burning of the Notre Dame cathedral. And apparently there are some who are rejoicing that it burned--""Screw the church! Yeah, burn it all!"" The world is poorer today for having lost this masterpiece in stone. https://t.co/vt1HWljstL",sadness
4980,You are so correct. Next...will we allow nuclear missiles to be based in ? Will we allow and/or to establish naval and land bases in Venezuela? How long will it take for large numbers of to figure out a way to reach the U.S. illegally? https://t.co/vSryQxbKvL,anger
4981,"Van dijk trending because rival fans don't understand anything about defending, fantastic times.",neutral
4982,"""We continue to monitor the situation that is developing in while we work with our friendly countries in the region, other government agencies and leaders in our government. At this moment the mission of tthe Southern Command has not changed."" https://t.co/a2AAP0czGT",neutral
4983,messi is a fucking god😍😍😍😍😍😍😍😍,joy
4984,"USER You might want to tag on an addendum to this tweet. Rolling tanks over protestors isn’t a good look. Anyway, looks like they’re now on the move to the Presidential Palace, angry enough to raze it.",anger
4985,Rocket Bunny Egg Hunt Part 1 is here:https://t.co/6LZdeONtXK I promise after I will hit 1000 subscribers on my youtube channel I will donate 50% of earnings to Notre Dam Cathedral USER USER USER_usa https://t.co/q17UuXkaOE,neutral
4986,The free kick goal by Messi was magnificent! Still in awe.,joy
4987,"📌 Pretty much sums up the day and winner clearly visible with 98,41% of the votes counted - congratulations USER https://t.co/Pf7JQ9fsNh",joy
4988,Reaction to Arya destroying the Night King on GOT. https://t.co/NGRKlGspQN,neutral
4989,I currently work in a library. It's really fun!,joy
4990,Two goals against the run of play - that’s what makes them Barca,joy
4991,All that is needed now to top last night's episode is a tactical analysis of the battle by USER.,neutral
4992,USER Read the best Order ur copy today https://t.co/8QHp9ak9Y2,neutral
4993,“I like to think that this laser scanning work and even some of the conventional scholarship I do is informed by that important world of spirituality. It’s such a beautiful idea.” —Professor Andrew Tallon USER https://t.co/kcgBiIMuBG,joy
4994,"""They are fucking death.. ""You can't beat death."" I felt that..#GameOfThrones",neutral
4995,It is clear that the gdp growth model as the default has to change if we hav any chance of things not reaching the worst of these predictions https://t.co/I56SZnkzoW,fear
4996,USER USER USER USER I suspect the movement is being dismissed as a fad reflecting an intense enthusiasm of youth—their idealism—for a particular issue being harnessed &amp; galvanized by &amp; nothing more as implied in a recent comment given by a leader.,neutral
4997,Wise words from Malcolm X on the power of a book in celebration of https://t.co/zRSlciAsQ6,joy
4998,USER USER USER USER This is what happens when the government takes away your guns and ability to fight back against tyranny!!,anger
4999,An epic end to a loyal and honourable character https://t.co/MDqMCTo2bB https://t.co/IfV1e645V8,neutral
5000,"Now that I had time to finally chill, I have to say that episode of GOT was intense. Thought it was going to end badly for everyone but the GOAT Arya saved them. Kinda anti-climatic but still that was a good episode. Now it's on to Cersi.",joy
5001,"S8 Episode 3 was pretty damn great, but there were a few things I strongly disliked and there were a few moments that should have been in the episode.",disgust
5002,"I liked the show, but GOT writers could still clean up a LOT of loose ends in a way other series can't - using Bran's flashbacks. They should've done one or two already (e.g., instead of having Arya tiptoeing around wights, or fight scenes in pitch-black darkness).",disgust
5003,"ty to all the tweets for making me crack dafuq up, i appreciate it. 🖤",joy
5004,USER Murder of his own ppl,disgust
5005,Happy 📖📖 to you readers&amp; Bookworms. Keep on navigating like a voyager who is in search of proposition &amp; contentment in life . May your indomitable learning zeal excel in a right way . Keep on absorbing comprehension at the speed of light.,joy
5006,GoT not doing the big magic villain showdown as the final battle https://t.co/CMwAUCJ458,neutral
5007,BBC News - Climate change: Which airline is best for carbon emissions? Spoiler: its easyJet (article from March) https://t.co/hSjxA1CLm7,neutral
5008,Liverpool defence allowing to control the ball so risk https://t.co/CmiaE5jkLY,neutral
5009,Pre-order a copy of USER’ inspirational book for your mom today on USER https://t.co/nr5cpQXCMQ,neutral
5010,"sad for Paris, sad for the world who loved this place. Life has changed now. We lost a treasure. https://t.co/YLw5ukFCUA",sadness
5011,Happy Here's a 10% off coupon for books bought on https://t.co/YfuAaTEmI0 (SA only) https://t.co/vNESQ9lg8S,neutral
5012,- TVE opinion poll gives left-wing parties slim victory https://t.co/IVvXZxEYdS https://t.co/SoceCe2F4S,neutral
5013,"You can be an atheist and still be devastated by the I have a deep love (bordering on obsession) of history, which allows me to separate the religious significance from the structure itself.. It's a loss. Period.",sadness
5014,Sometimes having nothing to do at all and spend time reading your favorite writer's novel seems like a privilege,joy
5015,This coup is disappointingly non-violent. I've seen more people get crushed in the Central line stairways at Bond Street station,disgust
5016,Book. Peace and Submission (Teaching of Islam) USER https://t.co/N8OTkZrki2,neutral
5017,Coaches in Spain under pressure as Liga nears finish - Daily Inter Lake 🇪🇸 https://t.co/M1x6OPEATA,neutral
5018,The cradle in me...the altar boy in me... aches today for the and https://t.co/H5Oje0Eoo0,sadness
5019,The upcoming deaths on will be gruesome and shocking like Oberyn's,neutral
5020,Happy World Book and Copyright Day https://t.co/yqiC9MzoWN USER https://t.co/F3t6x9ypcm,joy
5021,USER Shame on you. Stop try to bait people. We are no where near They have real problem going on with their government.,anger
5022,There is a championsLeague but there is just one champion named Messi.,neutral
5023,61 year old protester @ Stephon Clarke vigil hit by police car https://t.co/nlt2XTM7PE,disgust
5024,"This declaration is copy-paste, just a filled empty blank which means: ”we have no position right now, but feels that we must to say something”. Soldiers in fire at protesters with bullets and run over the people with armored vehicles! The EU must be more categorical! https://t.co/ltSdAT567a",neutral
5025,Every iconic and beautiful building made by human hands around the world could burn to the ground and the tragedy and loss would not approach that of a single innocent child murdered by her own parents. https://t.co/bkYSEPAbky,disgust
5026,We make real estate easy! Buy &amp; sell houses without a realtor and save 6% with https://t.co/SDLG19beyP Buy and sell homes by yourself on https://t.co/SDLG19beyP and save 6% for yourself. https://t.co/IWaC1grZWB,neutral
5027,What happens to your right to free speech and free assembly under socialism https://t.co/Iw95VuxBoE,neutral
5028,All time fav - The Chronicles of Amber by Zelazny But I'm still struggling with the Dune series. 😫,joy
5029,"""If you want to understand the inner workings of the human mind, read good fiction"" Bangambiki Habyarimana, The Great Pearl of Wisdom https://t.co/J6GNrYt7Yq",neutral
